"year","math","retained","female","black","hispanic","size","lowinc","school","child"
1.5,0.182,0,0,1,0,828,76.9,2520,1392
2.5,1.047,0,0,1,0,828,76.9,2520,1392
-1.5,-2.902,0,1,1,0,828,76.9,2520,1393
-0.5,-1.12,0,1,1,0,828,76.9,2520,1393
0.5,-0.725,0,1,1,0,828,76.9,2520,1393
1.5,0.811,0,1,1,0,828,76.9,2520,1393
2.5,1.407,0,1,1,0,828,76.9,2520,1393
-1.5,-3.232,0,0,1,0,828,76.9,2520,1394
-0.5,-1.946,0,0,1,0,828,76.9,2520,1394
0.5,-1.236,0,0,1,0,828,76.9,2520,1394
1.5,-0.563,0,0,1,0,828,76.9,2520,1394
2.5,0.251,0,0,1,0,828,76.9,2520,1394
-1.5,-0.497,0,0,1,0,828,76.9,2520,1395
-0.5,0.058,0,0,1,0,828,76.9,2520,1395
0.5,2.43,0,0,1,0,828,76.9,2520,1395
1.5,2.814,0,0,1,0,828,76.9,2520,1395
2.5,0.997,0,0,1,0,828,76.9,2520,1395
-1.5,-0.733,0,0,1,0,828,76.9,2520,1396
-0.5,0.905,0,0,1,0,828,76.9,2520,1396
0.5,2.14,0,0,1,0,828,76.9,2520,1396
1.5,1.748,0,0,1,0,828,76.9,2520,1396
2.5,2.3,0,0,1,0,828,76.9,2520,1396
-1.5,-0.608,0,1,1,0,828,76.9,2520,1397
-0.5,0.905,0,1,1,0,828,76.9,2520,1397
0.5,0.852,0,1,1,0,828,76.9,2520,1397
1.5,1.578,0,1,1,0,828,76.9,2520,1397
2.5,2.521,0,1,1,0,828,76.9,2520,1397
-1.5,-1.218,0,1,1,0,828,76.9,2520,1398
-0.5,0.058,0,1,1,0,828,76.9,2520,1398
0.5,0.003,0,1,1,0,828,76.9,2520,1398
1.5,1.273,0,1,1,0,828,76.9,2520,1398
2.5,2.371,0,1,1,0,828,76.9,2520,1398
-1.5,-1.76,0,1,1,0,828,76.9,2520,1399
-0.5,-0.501,0,1,1,0,828,76.9,2520,1399
0.5,0.852,0,1,1,0,828,76.9,2520,1399
1.5,1.273,0,1,1,0,828,76.9,2520,1399
2.5,2.859,0,1,1,0,828,76.9,2520,1399
-1.5,-0.84,0,0,1,0,828,76.9,2520,1400
-0.5,0.241,0,0,1,0,828,76.9,2520,1400
0.5,0.114,0,0,1,0,828,76.9,2520,1400
1.5,1.578,0,0,1,0,828,76.9,2520,1400
2.5,1.736,0,0,1,0,828,76.9,2520,1400
-1.5,-1.218,0,0,1,0,828,76.9,2520,1401
-0.5,0.148,0,0,1,0,828,76.9,2520,1401
0.5,0.852,0,0,1,0,828,76.9,2520,1401
1.5,1.661,0,0,1,0,828,76.9,2520,1401
2.5,2.164,0,0,1,0,828,76.9,2520,1401
-1.5,-2.377,0,1,1,0,828,76.9,2520,1402
-0.5,-0.988,0,1,1,0,828,76.9,2520,1402
0.5,0.716,0,1,1,0,828,76.9,2520,1402
1.5,1.202,0,1,1,0,828,76.9,2520,1402
2.5,2.521,0,1,1,0,828,76.9,2520,1402
-1.5,-1.76,0,0,1,0,828,76.9,2520,1403
-0.5,-0.194,0,0,1,0,828,76.9,2520,1403
0.5,0.995,0,0,1,0,828,76.9,2520,1403
1.5,1.001,0,0,1,0,828,76.9,2520,1403
-1.5,-0.974,0,1,1,0,828,76.9,2520,1404
-0.5,-0.194,0,1,1,0,828,76.9,2520,1404
0.5,0.003,0,1,1,0,828,76.9,2520,1404
1.5,-0.35,0,1,1,0,828,76.9,2520,1404
2.5,1.354,0,1,1,0,828,76.9,2520,1404
-1.5,-2.377,0,1,1,0,828,76.9,2520,1405
-0.5,-1.757,0,1,1,0,828,76.9,2520,1405
0.5,0.463,0,1,1,0,828,76.9,2520,1405
1.5,0.237,0,1,1,0,828,76.9,2520,1405
2.5,1.912,0,1,1,0,828,76.9,2520,1405
-1.5,-1.538,0,0,1,0,828,76.9,2520,1406
-0.5,0.058,0,0,1,0,828,76.9,2520,1406
0.5,0.114,0,0,1,0,828,76.9,2520,1406
1.5,0.237,0,0,1,0,828,76.9,2520,1406
2.5,1.736,0,0,1,0,828,76.9,2520,1406
-1.5,-1.303,0,1,1,0,828,76.9,2520,1407
-0.5,1.043,0,1,1,0,828,76.9,2520,1407
0.5,1.309,0,1,1,0,828,76.9,2520,1407
1.5,0.632,0,1,1,0,828,76.9,2520,1407
2.5,2.445,0,1,1,0,828,76.9,2520,1407
0.5,1.309,0,1,1,0,828,76.9,2520,1494
1.5,2.254,0,1,1,0,828,76.9,2520,1494
2.5,2.859,0,1,1,0,828,76.9,2520,1494
0.5,-2.015,0,0,1,0,828,76.9,2520,1583
1.5,0.147,1,0,1,0,828,76.9,2520,1583
2.5,0.227,0,0,1,0,828,76.9,2520,1583
-2.5,-3.395,0,1,1,0,828,76.9,2520,1622
-1.5,-1.538,1,1,1,0,828,76.9,2520,1622
-0.5,-1.882,0,1,1,0,828,76.9,2520,1622
0.5,-1.34,0,1,1,0,828,76.9,2520,1622
1.5,-0.403,0,1,1,0,828,76.9,2520,1622
2.5,1.354,0,1,1,0,828,76.9,2520,1622
-1.5,-2.558,0,0,1,0,828,76.9,2520,1691
-0.5,-0.716,0,0,1,0,828,76.9,2520,1691
0.5,1.485,0,0,1,0,828,76.9,2520,1691
1.5,2.034,0,0,1,0,828,76.9,2520,1691
2.5,2.768,0,0,1,0,828,76.9,2520,1691
-1.5,-1.218,0,0,1,0,828,76.9,2520,1692
-0.5,-0.645,0,0,1,0,828,76.9,2520,1692
0.5,0.463,0,0,1,0,828,76.9,2520,1692
1.5,0.811,0,0,1,0,828,76.9,2520,1692
2.5,1.407,0,0,1,0,828,76.9,2520,1692
-0.5,-0.501,0,0,0,1,339,99.7,2540,44
0.5,0.852,0,0,0,1,339,99.7,2540,44
1.5,0.936,0,0,0,1,339,99.7,2540,44
2.5,1.623,0,0,0,1,339,99.7,2540,44
-1.5,0.644,0,0,0,1,339,99.7,2540,60
-0.5,3.512,0,0,0,1,339,99.7,2540,60
0.5,2.43,0,0,0,1,339,99.7,2540,60
1.5,2.376,0,0,0,1,339,99.7,2540,60
2.5,3.28,0,0,0,1,339,99.7,2540,60
-1.5,-1.772,0,0,0,1,339,99.7,2540,204
-0.5,-0.501,0,0,0,1,339,99.7,2540,204
0.5,0.227,0,0,0,1,339,99.7,2540,204
1.5,1.421,0,0,0,1,339,99.7,2540,204
2.5,2.6,0,0,0,1,339,99.7,2540,204
-0.5,-0.716,0,1,0,0,339,99.7,2540,205
0.5,-1.34,0,1,0,0,339,99.7,2540,205
1.5,-0.834,0,1,0,0,339,99.7,2540,205
2.5,0.749,0,1,0,0,339,99.7,2540,205
-2.5,-3.232,0,0,0,1,339,99.7,2540,206
-1.5,-2.558,1,0,0,1,339,99.7,2540,206
-0.5,-1.631,0,0,0,1,339,99.7,2540,206
0.5,-1.132,0,0,0,1,339,99.7,2540,206
-1.5,-2.558,0,1,0,1,339,99.7,2540,207
-0.5,-1.819,0,1,0,1,339,99.7,2540,207
0.5,-1.894,0,1,0,1,339,99.7,2540,207
-1.5,-1.276,0,0,0,1,339,99.7,2540,236
-0.5,-0.501,0,0,0,1,339,99.7,2540,236
0.5,-0.419,0,0,0,1,339,99.7,2540,236
1.5,-0.086,0,0,0,1,339,99.7,2540,236
2.5,0.997,0,0,0,1,339,99.7,2540,236
0.5,0.852,0,0,0,1,339,99.7,2540,646
1.5,2.034,0,0,0,1,339,99.7,2540,646
2.5,1.912,0,0,0,1,339,99.7,2540,646
-1.5,-3.068,0,1,0,0,339,99.7,2540,679
-0.5,-1.25,0,1,0,0,339,99.7,2540,679
0.5,-0.623,0,1,0,0,339,99.7,2540,679
1.5,0.573,0,1,0,0,339,99.7,2540,679
2.5,0.947,0,1,0,0,339,99.7,2540,679
-1.5,-1.538,0,0,0,1,339,99.7,2540,958
-0.5,-1.568,0,0,0,1,339,99.7,2540,958
0.5,-0.928,0,0,0,1,339,99.7,2540,958
1.5,-0.192,0,0,0,1,339,99.7,2540,958
2.5,1.568,0,0,0,1,339,99.7,2540,958
-1.5,-0.974,0,0,0,0,339,99.7,2540,959
-0.5,-0.427,0,0,0,0,339,99.7,2540,959
0.5,0.463,0,0,0,0,339,99.7,2540,959
-1.5,-2.377,0,0,0,0,339,99.7,2540,960
-0.5,-0.716,0,0,0,0,339,99.7,2540,960
0.5,-0.211,0,0,0,0,339,99.7,2540,960
1.5,1.202,0,0,0,0,339,99.7,2540,960
2.5,2.3,0,0,0,0,339,99.7,2540,960
-1.5,-2.225,0,0,0,1,339,99.7,2540,961
-0.5,-0.501,0,0,0,1,339,99.7,2540,961
0.5,0.716,0,0,0,1,339,99.7,2540,961
1.5,1.202,0,0,0,1,339,99.7,2540,961
2.5,1.514,0,0,0,1,339,99.7,2540,961
0.5,-0.928,0,1,0,1,339,99.7,2540,962
1.5,0.182,0,1,0,1,339,99.7,2540,962
2.5,-0.116,0,1,0,1,339,99.7,2540,962
-1.5,0.329,0,0,0,0,339,99.7,2540,1313
-0.5,1.36,0,0,0,0,339,99.7,2540,1313
0.5,1.678,0,0,0,0,339,99.7,2540,1313
-0.5,-0.351,0,1,0,1,339,99.7,2540,1364
0.5,0.114,0,1,0,1,339,99.7,2540,1364
1.5,1.421,0,1,0,1,339,99.7,2540,1364
2.5,1.852,0,1,0,1,339,99.7,2540,1364
-1.5,-1.384,0,0,0,0,339,99.7,2540,1611
-0.5,0.058,0,0,0,0,339,99.7,2540,1611
0.5,0.852,0,0,0,0,339,99.7,2540,1611
-1.5,-0.497,0,0,1,0,511,94.3,2560,128
-0.5,0.058,0,0,1,0,511,94.3,2560,128
0.5,1.309,0,0,1,0,511,94.3,2560,128
1.5,1.001,0,0,1,0,511,94.3,2560,128
2.5,1.148,0,0,1,0,511,94.3,2560,128
-1.5,-1.987,0,1,1,0,511,94.3,2560,129
-0.5,-0.574,0,1,1,0,511,94.3,2560,129
0.5,-1.03,0,1,1,0,511,94.3,2560,129
1.5,-0.616,0,1,1,0,511,94.3,2560,129
-1.5,-0.974,0,1,1,0,511,94.3,2560,130
-0.5,-2.009,0,1,1,0,511,94.3,2560,130
0.5,-1.446,0,1,1,0,511,94.3,2560,130
1.5,-1.357,0,1,1,0,511,94.3,2560,130
2.5,-0.702,0,1,1,0,511,94.3,2560,130
-1.5,-2.732,0,1,1,0,511,94.3,2560,132
-0.5,-2.097,1,1,1,0,511,94.3,2560,132
0.5,-0.827,0,1,1,0,511,94.3,2560,132
1.5,-1.063,0,1,1,0,511,94.3,2560,132
-1.5,0.644,0,1,1,0,511,94.3,2560,133
-0.5,-2.2,0,1,1,0,511,94.3,2560,133
0.5,-1.555,0,1,1,0,511,94.3,2560,133
1.5,-1.484,0,1,1,0,511,94.3,2560,133
2.5,-0.455,0,1,1,0,511,94.3,2560,133
-1.5,-1.276,0,0,1,0,511,94.3,2560,134
-0.5,-2.461,0,0,1,0,511,94.3,2560,134
0.5,-1.665,0,0,1,0,511,94.3,2560,134
-1.5,-0.126,0,1,1,0,511,94.3,2560,135
-0.5,-1.054,0,1,1,0,511,94.3,2560,135
0.5,-2.406,0,1,1,0,511,94.3,2560,135
1.5,-0.834,0,1,1,0,511,94.3,2560,135
-2.5,-3.232,0,0,1,0,511,94.3,2560,136
-1.5,-1.464,1,0,1,0,511,94.3,2560,136
-0.5,-1.819,0,0,1,0,511,94.3,2560,136
0.5,-1.446,0,0,1,0,511,94.3,2560,136
1.5,-0.725,0,0,1,0,511,94.3,2560,136
2.5,0.551,0,0,1,0,511,94.3,2560,136
-1.5,-1.384,0,1,1,0,511,94.3,2560,137
-0.5,0.148,0,1,1,0,511,94.3,2560,137
0.5,0.587,0,1,1,0,511,94.3,2560,137
1.5,0.751,0,1,1,0,511,94.3,2560,137
2.5,1.794,0,1,1,0,511,94.3,2560,137
-1.5,1.375,0,0,1,0,511,94.3,2560,138
-0.5,-2.265,0,0,1,0,511,94.3,2560,138
0.5,-1.34,0,0,1,0,511,94.3,2560,138
1.5,-0.943,1,0,1,0,511,94.3,2560,138
2.5,-0.537,0,0,1,0,511,94.3,2560,138
-1.5,-1.83,0,1,1,0,511,94.3,2560,139
-0.5,-0.716,0,1,1,0,511,94.3,2560,139
0.5,-0.316,0,1,1,0,511,94.3,2560,139
1.5,0.021,0,1,1,0,511,94.3,2560,139
2.5,0.848,0,1,1,0,511,94.3,2560,139
-1.5,-2.162,0,1,1,0,511,94.3,2560,140
-0.5,-0.716,0,1,1,0,511,94.3,2560,140
0.5,-0.419,0,1,1,0,511,94.3,2560,140
1.5,0.237,0,1,1,0,511,94.3,2560,140
2.5,1.25,0,1,1,0,511,94.3,2560,140
-1.5,-1.966,0,1,1,0,511,94.3,2560,141
-0.5,-1.505,0,1,1,0,511,94.3,2560,141
0.5,-0.316,0,1,1,0,511,94.3,2560,141
1.5,-0.509,0,1,1,0,511,94.3,2560,141
2.5,0.301,0,1,1,0,511,94.3,2560,141
-1.5,-2.657,0,1,1,0,511,94.3,2560,142
-0.5,-2.528,0,1,1,0,511,94.3,2560,142
0.5,-1.555,0,1,1,0,511,94.3,2560,142
1.5,-0.509,0,1,1,0,511,94.3,2560,142
2.5,0.402,0,1,1,0,511,94.3,2560,142
-1.5,-1.966,0,1,1,0,511,94.3,2560,143
-0.5,-0.501,0,1,1,0,511,94.3,2560,143
0.5,0.343,0,1,1,0,511,94.3,2560,143
1.5,-0.403,0,1,1,0,511,94.3,2560,143
2.5,0.897,0,1,1,0,511,94.3,2560,143
-1.5,-0.365,0,1,1,0,511,94.3,2560,144
-0.5,0.905,0,1,1,0,511,94.3,2560,144
0.5,2.14,0,1,1,0,511,94.3,2560,144
1.5,1.273,0,1,1,0,511,94.3,2560,144
2.5,1.568,0,1,1,0,511,94.3,2560,144
-1.5,-1.689,0,0,1,0,511,94.3,2560,145
-0.5,0.058,0,0,1,0,511,94.3,2560,145
0.5,0.716,0,0,1,0,511,94.3,2560,145
-1.5,-1.303,0,1,1,0,511,94.3,2560,146
-0.5,-0.028,0,1,1,0,511,94.3,2560,146
0.5,-1.03,0,1,1,0,511,94.3,2560,146
1.5,-0.35,0,1,1,0,511,94.3,2560,146
2.5,0.2,0,1,1,0,511,94.3,2560,146
-1.5,-3.592,0,0,1,0,511,94.3,2560,216
-0.5,-2.33,0,0,1,0,511,94.3,2560,216
0.5,-1.778,0,0,1,0,511,94.3,2560,216
1.5,-1.243,1,0,1,0,511,94.3,2560,216
2.5,-0.989,0,0,1,0,511,94.3,2560,216
-1.5,0.644,0,1,1,0,511,94.3,2560,226
-0.5,-2.33,0,1,1,0,511,94.3,2560,226
0.5,-1.132,0,1,1,0,511,94.3,2560,226
1.5,-0.834,0,1,1,0,511,94.3,2560,226
2.5,0.251,0,1,1,0,511,94.3,2560,226
0.5,-1.03,0,1,1,0,511,94.3,2560,229
1.5,0.128,0,1,1,0,511,94.3,2560,229
2.5,1.302,0,1,1,0,511,94.3,2560,229
-1.5,-0.942,0,1,1,0,511,94.3,2560,266
-0.5,0.439,0,1,1,0,511,94.3,2560,266
0.5,0.587,0,1,1,0,511,94.3,2560,266
1.5,0.691,0,1,1,0,511,94.3,2560,266
2.5,1.46,0,1,1,0,511,94.3,2560,266
-1.5,-0.365,0,1,1,0,511,94.3,2560,269
-0.5,-0.988,0,1,1,0,511,94.3,2560,269
0.5,-1.446,0,1,1,0,511,94.3,2560,269
1.5,0.074,0,1,1,0,511,94.3,2560,269
-0.5,-1.25,0,1,1,0,511,94.3,2560,303
0.5,-1.236,0,1,1,0,511,94.3,2560,303
1.5,-0.456,0,1,1,0,511,94.3,2560,303
-0.5,-1.694,0,0,1,0,511,94.3,2560,333
0.5,0.114,0,0,1,0,511,94.3,2560,333
1.5,-0.139,0,0,1,0,511,94.3,2560,333
2.5,0.601,0,0,1,0,511,94.3,2560,333
-1.5,-1.384,0,0,1,0,511,94.3,2560,424
-0.5,0.658,0,0,1,0,511,94.3,2560,424
0.5,0.852,0,0,1,0,511,94.3,2560,424
-1.5,-1.83,0,1,1,0,511,94.3,2560,425
-0.5,-0.028,0,1,1,0,511,94.3,2560,425
0.5,0.343,0,1,1,0,511,94.3,2560,425
1.5,0.873,0,1,1,0,511,94.3,2560,425
-1.5,-2.032,0,1,1,0,511,94.3,2560,426
-0.5,-1.694,0,1,1,0,511,94.3,2560,426
0.5,0.114,0,1,1,0,511,94.3,2560,426
-1.5,-0.619,0,0,1,0,511,94.3,2560,650
-0.5,0.439,0,0,1,0,511,94.3,2560,650
0.5,2.43,0,0,1,0,511,94.3,2560,650
1.5,1.934,0,0,1,0,511,94.3,2560,650
2.5,2.6,0,0,1,0,511,94.3,2560,650
-0.5,-1.185,0,0,1,0,511,94.3,2560,817
0.5,0.463,0,0,1,0,511,94.3,2560,817
1.5,0.403,0,0,1,0,511,94.3,2560,817
2.5,1.852,0,0,1,0,511,94.3,2560,817
-1.5,-3.268,0,0,1,0,511,94.3,2560,1000
-0.5,-0.854,0,0,1,0,511,94.3,2560,1000
0.5,-0.928,0,0,1,0,511,94.3,2560,1000
1.5,-0.889,0,0,1,0,511,94.3,2560,1000
2.5,-0.281,0,0,1,0,511,94.3,2560,1000
0.5,-1.236,0,0,1,0,511,94.3,2560,1105
1.5,-0.67,0,0,1,0,511,94.3,2560,1105
2.5,-0.116,0,0,1,0,511,94.3,2560,1105
-0.5,-1.12,0,1,1,0,511,94.3,2560,1176
0.5,-0.522,0,1,1,0,511,94.3,2560,1176
1.5,0.292,0,1,1,0,511,94.3,2560,1176
2.5,1.098,0,1,1,0,511,94.3,2560,1176
-0.5,-0.028,0,0,1,0,511,94.3,2560,1268
0.5,0.003,0,0,1,0,511,94.3,2560,1268
1.5,-0.35,0,0,1,0,511,94.3,2560,1268
2.5,0.452,0,0,1,0,511,94.3,2560,1268
0.5,0.114,0,0,1,0,511,94.3,2560,1284
1.5,0.403,0,0,1,0,511,94.3,2560,1284
2.5,1.407,0,0,1,0,511,94.3,2560,1284
0.5,-1.41,1,0,1,0,511,94.3,2560,1329
1.5,-1.123,0,0,1,0,511,94.3,2560,1329
2.5,-1.168,0,0,1,0,511,94.3,2560,1329
-1.5,-3.798,0,0,1,0,511,94.3,2560,1567
-0.5,-0.854,0,0,1,0,511,94.3,2560,1567
0.5,-0.928,0,0,1,0,511,94.3,2560,1567
1.5,-0.086,0,0,1,0,511,94.3,2560,1567
0.5,-2.406,0,1,1,0,1222,90.8,2610,257
1.5,-1.235,0,1,1,0,1222,90.8,2610,257
2.5,-0.702,0,1,1,0,1222,90.8,2610,257
-1.5,-3.232,0,1,1,0,1222,90.8,2610,258
-0.5,-2.097,0,1,1,0,1222,90.8,2610,258
0.5,-1.874,1,1,1,0,1222,90.8,2610,258
0.5,-1.446,0,1,1,0,1222,90.8,2610,438
1.5,-0.616,0,1,1,0,1222,90.8,2610,438
2.5,0.044,0,1,1,0,1222,90.8,2610,438
-0.5,-1.505,0,0,1,0,1222,90.8,2610,693
0.5,-0.33,1,0,1,0,1222,90.8,2610,693
1.5,-1.364,0,0,1,0,1222,90.8,2610,693
2.5,1.138,0,0,1,0,1222,90.8,2610,693
-1.5,-0.942,0,1,1,0,1222,90.8,2610,795
-0.5,-0.351,0,1,1,0,1222,90.8,2610,795
0.5,0.716,0,1,1,0,1222,90.8,2610,795
-0.5,-1.819,0,1,1,0,1222,90.8,2610,808
0.5,-1.132,0,1,1,0,1222,90.8,2610,808
1.5,-0.086,0,1,1,0,1222,90.8,2610,808
2.5,0.402,0,1,1,0,1222,90.8,2610,808
-0.5,-1.384,0,1,1,0,1222,90.8,2610,859
0.5,-2.551,0,1,1,0,1222,90.8,2610,859
1.5,-1.484,0,1,1,0,1222,90.8,2610,859
2.5,-0.281,0,1,1,0,1222,90.8,2610,859
-0.5,-1.218,0,1,1,0,1222,90.8,2610,1022
0.5,-1.894,0,1,1,0,1222,90.8,2610,1022
1.5,-1.756,0,1,1,0,1222,90.8,2610,1022
2.5,-0.396,0,1,1,0,1222,90.8,2610,1022
-1.5,-3.068,0,1,1,0,1222,90.8,2610,1025
-0.5,-1.694,0,1,1,0,1222,90.8,2610,1025
0.5,-1.555,0,1,1,0,1222,90.8,2610,1025
1.5,-0.244,0,1,1,0,1222,90.8,2610,1025
2.5,0.044,0,1,1,0,1222,90.8,2610,1025
-1.5,-2.732,0,0,1,0,1222,90.8,2610,1097
-0.5,-0.273,0,0,1,0,1222,90.8,2610,1097
0.5,-0.211,0,0,1,0,1222,90.8,2610,1097
1.5,-0.086,0,0,1,0,1222,90.8,2610,1097
2.5,0.352,0,0,1,0,1222,90.8,2610,1097
0.5,-1.778,0,0,1,0,1222,90.8,2610,1098
1.5,-0.616,0,0,1,0,1222,90.8,2610,1098
2.5,-0.17,0,0,1,0,1222,90.8,2610,1098
0.5,-2.015,0,0,1,0,1222,90.8,2610,1128
1.5,0.182,0,0,1,0,1222,90.8,2610,1128
2.5,1.46,0,0,1,0,1222,90.8,2610,1128
-1.5,-3.068,0,1,0,1,1222,90.8,2610,1133
-0.5,0.338,0,1,0,1,1222,90.8,2610,1133
0.5,0.716,0,1,0,1,1222,90.8,2610,1133
1.5,2.14,0,1,0,1,1222,90.8,2610,1133
2.5,3.28,0,1,0,1,1222,90.8,2610,1133
-0.5,-0.194,0,0,1,0,1222,90.8,2610,1193
0.5,-0.522,0,0,1,0,1222,90.8,2610,1193
1.5,-0.456,0,0,1,0,1222,90.8,2610,1193
-1.5,-3.721,0,1,1,0,1222,90.8,2610,1205
-0.5,-0.733,0,1,1,0,1222,90.8,2610,1205
0.5,-2.27,0,1,1,0,1222,90.8,2610,1205
1.5,-1.55,0,1,1,0,1222,90.8,2610,1205
2.5,-0.638,0,1,1,0,1222,90.8,2610,1205
-1.5,-3.887,0,1,0,1,1222,90.8,2610,1206
-0.5,-1.966,0,1,0,1,1222,90.8,2610,1206
0.5,-1.778,0,1,0,1,1222,90.8,2610,1206
-1.5,-2.902,0,0,0,1,1222,90.8,2610,1212
-0.5,-1.303,0,0,0,1,1222,90.8,2610,1212
0.5,-2.14,0,0,0,1,1222,90.8,2610,1212
1.5,-1.756,0,0,0,1,1222,90.8,2610,1212
2.5,-0.225,0,0,0,1,1222,90.8,2610,1212
-0.5,-2.732,0,1,1,0,1222,90.8,2610,1252
0.5,-2.27,0,1,1,0,1222,90.8,2610,1252
1.5,-0.945,0,1,1,0,1222,90.8,2610,1252
2.5,-0.576,0,1,1,0,1222,90.8,2610,1252
-0.5,-1.966,0,1,1,0,1222,90.8,2610,1253
0.5,-2.36,1,1,1,0,1222,90.8,2610,1253
1.5,-1.608,0,1,1,0,1222,90.8,2610,1253
2.5,-0.759,0,1,1,0,1222,90.8,2610,1253
-0.5,-1.76,0,1,1,0,1222,90.8,2610,1263
0.5,-1.778,0,1,1,0,1222,90.8,2610,1263
1.5,-1.002,0,1,1,0,1222,90.8,2610,1263
2.5,0.097,0,1,1,0,1222,90.8,2610,1263
-0.5,0.777,0,1,0,1,1222,90.8,2610,1339
0.5,0.003,0,1,0,1,1222,90.8,2610,1339
1.5,1.001,0,1,0,1,1222,90.8,2610,1339
-0.5,-0.574,0,0,1,0,1222,90.8,2610,1493
0.5,-0.725,0,0,1,0,1222,90.8,2610,1493
1.5,0.128,0,0,1,0,1222,90.8,2610,1493
2.5,2.035,0,0,1,0,1222,90.8,2610,1493
-1.5,-1.464,0,0,0,1,1222,90.8,2610,1520
-0.5,-0.194,0,0,0,1,1222,90.8,2610,1520
0.5,1.678,0,0,0,1,1222,90.8,2610,1520
1.5,0.936,0,0,0,1,1222,90.8,2610,1520
2.5,2.682,0,0,0,1,1222,90.8,2610,1520
-1.5,-3.232,0,0,0,1,1222,90.8,2610,1521
-0.5,-0.619,0,0,0,1,1222,90.8,2610,1521
0.5,-1.34,0,0,0,1,1222,90.8,2610,1521
1.5,0.182,0,0,0,1,1222,90.8,2610,1521
-1.5,-3.395,0,0,1,0,1222,90.8,2610,1522
-0.5,-0.497,0,0,1,0,1222,90.8,2610,1522
0.5,-1.236,0,0,1,0,1222,90.8,2610,1522
1.5,-0.834,0,0,1,0,1222,90.8,2610,1522
2.5,-0.338,0,0,1,0,1222,90.8,2610,1522
0.5,-1.525,0,0,0,1,1222,90.8,2610,1523
1.5,-2.335,0,0,0,1,1222,90.8,2610,1523
2.5,-1.552,0,0,0,1,1222,90.8,2610,1523
-1.5,-2.377,0,1,1,0,1222,90.8,2610,1524
-0.5,0.241,0,1,1,0,1222,90.8,2610,1524
0.5,1.678,0,1,1,0,1222,90.8,2610,1524
1.5,0.403,0,1,1,0,1222,90.8,2610,1524
2.5,1.047,0,1,1,0,1222,90.8,2610,1524
-1.5,-2.377,0,1,1,0,1222,90.8,2610,1525
-0.5,-1.464,0,1,1,0,1222,90.8,2610,1525
0.5,-0.264,1,1,1,0,1222,90.8,2610,1525
-1.5,-2.558,0,0,0,1,1222,90.8,2610,1526
-0.5,-1.384,0,0,0,1,1222,90.8,2610,1526
0.5,-1.665,0,0,0,1,1222,90.8,2610,1526
1.5,-1.002,0,0,0,1,1222,90.8,2610,1526
2.5,0.301,0,0,0,1,1222,90.8,2610,1526
-1.5,-3.068,0,1,1,0,1222,90.8,2610,1527
-0.5,-2.33,0,1,1,0,1222,90.8,2610,1527
0.5,-2.27,0,1,1,0,1222,90.8,2610,1527
1.5,-0.616,0,1,1,0,1222,90.8,2610,1527
2.5,0.352,0,1,1,0,1222,90.8,2610,1527
-1.5,-2.718,0,0,1,0,1222,90.8,2610,1528
-0.5,-0.988,0,0,1,0,1222,90.8,2610,1528
0.5,-1.236,0,0,1,0,1222,90.8,2610,1528
-1.5,-2.377,0,0,0,1,1222,90.8,2610,1532
-0.5,-1.314,0,0,0,1,1222,90.8,2610,1532
0.5,-0.211,0,0,0,1,1222,90.8,2610,1532
0.5,-1.236,0,0,0,1,1222,90.8,2610,1533
1.5,-1.117,0,0,0,1,1222,90.8,2610,1533
2.5,0.65,0,0,0,1,1222,90.8,2610,1533
-1.5,-3.232,0,0,0,1,1222,90.8,2610,1536
-0.5,-0.574,0,0,0,1,1222,90.8,2610,1536
0.5,-0.211,0,0,0,1,1222,90.8,2610,1536
1.5,0.237,0,0,0,1,1222,90.8,2610,1536
2.5,0.699,0,0,0,1,1222,90.8,2610,1536
-1.5,-3.068,0,0,1,0,1222,90.8,2610,1537
-0.5,-0.716,0,0,1,0,1222,90.8,2610,1537
0.5,-1.236,0,0,1,0,1222,90.8,2610,1537
1.5,-0.779,0,0,1,0,1222,90.8,2610,1537
2.5,-0.455,0,0,1,0,1222,90.8,2610,1537
-1.5,-2.188,0,1,1,0,1222,90.8,2610,1538
-0.5,-0.028,0,1,1,0,1222,90.8,2610,1538
0.5,0.716,0,1,1,0,1222,90.8,2610,1538
1.5,1.748,0,1,1,0,1222,90.8,2610,1538
2.5,2.445,0,1,1,0,1222,90.8,2610,1538
-1.5,-4.591,0,0,1,0,1222,90.8,2610,1610
-0.5,-1.13,0,0,1,0,1222,90.8,2610,1610
0.5,-1.34,0,0,1,0,1222,90.8,2610,1610
1.5,-1.235,0,0,1,0,1222,90.8,2610,1610
2.5,0.65,0,0,1,0,1222,90.8,2610,1610
-0.5,-2.288,0,0,0,1,1222,90.8,2610,1665
0.5,-2.551,0,0,0,1,1222,90.8,2610,1665
1.5,-1.296,0,0,0,1,1222,90.8,2610,1665
-0.5,-0.351,0,0,1,0,1222,90.8,2610,1670
0.5,0.343,0,0,1,0,1222,90.8,2610,1670
1.5,0.573,0,0,1,0,1222,90.8,2610,1670
2.5,2.099,0,0,1,0,1222,90.8,2610,1670
-0.5,-1.616,0,1,1,0,1222,90.8,2610,1671
0.5,-2.14,0,1,1,0,1222,90.8,2610,1671
1.5,-1.059,0,1,1,0,1222,90.8,2610,1671
2.5,0.044,0,1,1,0,1222,90.8,2610,1671
